,NAME_1,NAME_2,Average_Accessibility _poi_count_C1,Average_Accessibility _poi_count_C2,Average_Accessibility _poi_count_C3
0,Alabama,Autauga,72.28115869,317.4120282,114.2339916
1,Alabama,Baldwin,643.5692136,4021.360727,961.5217259
2,Alabama,Barbour,614.7371179,2528.999067,1025.359933
3,Alabama,Bibb,374.8934231,0.0,601.8858544
4,Alabama,Blount,0.0,0.0,0.0
5,Alabama,Bullock,0.0,0.0,0.0
6,Alabama,Butler,1126.991841,4225.306369,1786.134457
7,Alabama,Calhoun,303.692568,1307.495203,475.1559854
8,Alabama,Chambers,71.52804267,298.2949776,108.6924479
9,Alabama,Cherokee,0.0,0.0,0.0
10,Alabama,Chilton,44.83951822,186.4904016,72.15342052
11,Alabama,Choctaw,0.0,0.0,0.0
12,Alabama,Clarke,0.0,0.0,0.0
13,Alabama,Clay,0.0,0.0,0.0
14,Alabama,Cleburne,86.94346638,282.0937894,166.5205163
15,Alabama,Coffee,241.1543585,1161.613613,363.744369
16,Alabama,Colbert,267.5835263,1267.420729,400.3561797
17,Alabama,Conecuh,1693.93917,4716.360894,3019.350156
18,Alabama,Coosa,0.0,0.0,0.0
19,Alabama,Covington,139.4347309,595.1921425,209.2944017
20,Alabama,Crenshaw,395.8998031,1312.156867,662.2736481
21,Alabama,Cullman,221.2936949,921.6116357,325.0143641
22,Alabama,Dale,145.7738082,439.6653234,255.4581835
23,Alabama,Dallas,0.0,0.0,0.0
24,Alabama,De Kalb,114.2537793,549.7865751,171.9329572
25,Alabama,Elmore,614.6686603,2986.783281,960.2541885
26,Alabama,Escambia,47.50146175,194.4159216,74.11834807
27,Alabama,Etowah,180.7242004,802.3687011,285.0555074
28,Alabama,Fayette,0.0,0.0,0.0
29,Alabama,Franklin,0.0,0.0,0.0
30,Alabama,Geneva,427.9151027,2040.316625,634.3292789
31,Alabama,Greene,564.5537088,1651.053327,1232.476469
32,Alabama,Hale,0.0,0.0,0.0
33,Alabama,Henry,105.7533688,433.454479,176.2829863
34,Alabama,Houston,432.4868593,2376.724956,619.4250142
35,Alabama,Jackson,224.2030158,762.6723105,306.2323718
36,Alabama,Jefferson,463.6204131,2451.727655,698.7971578
37,Alabama,Lamar,0.0,0.0,0.0
38,Alabama,Lauderdale,500.3545389,2424.762084,771.9663099
39,Alabama,Lawrence,0.0,0.0,0.0
40,Alabama,Lee,868.4401059,3924.963485,1468.859187
41,Alabama,Limestone,373.5302997,1902.501625,582.3486291
42,Alabama,Lowndes,741.3595235,1940.933709,1522.213551
43,Alabama,Macon,0.0,0.0,0.0
44,Alabama,Madison,389.3707652,2049.737599,591.7815562
45,Alabama,Marengo,0.0,0.0,0.0
46,Alabama,Marion,930.6104026,0.0,1498.962646
47,Alabama,Marshall,139.7197168,720.262696,216.2034189
48,Alabama,Mobile,337.5322411,1729.882957,479.4995107
49,Alabama,Monroe,0.0,0.0,0.0
50,Alabama,Montgomery,519.3716139,2377.843565,777.3274214
51,Alabama,Morgan,164.0252105,813.0754998,243.149408
52,Alabama,Perry,0.0,0.0,0.0
53,Alabama,Pickens,0.0,0.0,0.0
54,Alabama,Pike,225.1503461,924.7953571,293.4406032
55,Alabama,Randolph,151.3955962,528.4974059,258.3714277
56,Alabama,Russell,381.7703689,1983.804336,668.3375455
57,Alabama,Saint Clair,290.0968162,1314.879398,458.4261567
58,Alabama,Shelby,302.636802,1810.855188,427.9723544
59,Alabama,Sumter,0.0,0.0,0.0
60,Alabama,Talladega,142.0191241,592.7744893,233.6701625
61,Alabama,Tallapoosa,693.8350615,2245.85302,1135.153798
62,Alabama,Tuscaloosa,455.941056,1787.164323,719.0153153
63,Alabama,Walker,61.61422072,243.9410636,95.86918996
64,Alabama,Washington,0.0,0.0,0.0
65,Alabama,Wilcox,0.0,0.0,0.0
66,Alabama,Winston,0.0,0.0,0.0
67,Alaska,Aleutians East,0.0,0.0,0.0
68,Alaska,Aleutians West,0.0,0.0,0.0
69,Alaska,Anchorage,44.24326692,242.5169886,65.96497733
70,Alaska,Bethel,0.0,0.0,0.0
71,Alaska,Bristol Bay,0.0,0.0,0.0
72,Alaska,Denali,1477.263992,7811.972549,3600.831144
73,Alaska,Dillingham,0.0,0.0,0.0
74,Alaska,Fairbanks North Star,0.0,0.0,0.0
75,Alaska,Haines,0.0,0.0,0.0
76,Alaska,Juneau,573.0637786,2543.214189,979.0944503
77,Alaska,Kenai Peninsula,277.2921988,1480.150191,488.5462819
78,Alaska,Ketchikan Gateway,0.0,0.0,0.0
79,Alaska,Kodiak Island,0.0,0.0,0.0
80,Alaska,Lake and Peninsula,0.0,0.0,0.0
81,Alaska,Matanuska-Susitna,80.80428647,293.9104107,126.2551087
82,Alaska,Nome,0.0,0.0,0.0
83,Alaska,North Slope,0.0,0.0,0.0
84,Alaska,Northwest Arctic,0.0,0.0,0.0
85,Alaska,Prince of Wales-Outer Ketchi,0.0,0.0,0.0
86,Alaska,Sitka,0.0,0.0,0.0
87,Alaska,Skagway-Yakutat-Angoon,284.2371153,1427.233235,674.1704424
88,Alaska,Southeast Fairbanks,0.0,0.0,0.0
89,Alaska,Valdez-Cordova,144.2375583,522.0416087,368.9932715
90,Alaska,Wade Hampton,0.0,0.0,0.0
91,Alaska,Wrangell-Petersburg,0.0,0.0,0.0
92,Alaska,Yukon-Koyukuk,0.0,0.0,0.0
93,Arizona,Apache,94.21041408,281.100976,209.2405762
94,Arizona,Cochise,588.2724222,2700.505302,935.4092968
95,Arizona,Coconino,1472.057294,7318.728417,2722.21499
96,Arizona,Gila,618.5235978,2945.133086,1034.721407
97,Arizona,Graham,85.94932418,353.5901544,101.5968331
98,Arizona,Greenlee,0.0,0.0,0.0
99,Arizona,La Paz,5120.717761,19290.33613,11162.53151
100,Arizona,Maricopa,834.2609943,5300.47695,1191.05022
101,Arizona,Mohave,533.501081,3180.237896,812.4967384
102,Arizona,Navajo,1233.382879,5772.559534,2002.212256
103,Arizona,Pima,580.0815193,3171.727508,841.4398677
104,Arizona,Pinal,736.5489443,3189.128641,1136.387379
105,Arizona,Santa Cruz,190.5962218,897.1242377,278.6482786
106,Arizona,Yavapai,718.1584902,3333.786383,1088.804496
107,Arizona,Yuma,1007.1315,4415.936843,1556.486482
108,Arkansas,Arkansas,0.0,0.0,0.0
109,Arkansas,Ashley,102.3745545,351.2978301,176.2943478
110,Arkansas,Baxter,132.5049467,714.8341455,202.4824333
111,Arkansas,Benton,402.662604,2295.436368,602.9015156
112,Arkansas,Boone,0.0,0.0,0.0
113,Arkansas,Bradley,0.0,0.0,0.0
114,Arkansas,Calhoun,0.0,0.0,0.0
115,Arkansas,Carroll,399.8373673,2296.650606,647.2121601
116,Arkansas,Chicot,0.0,0.0,0.0
117,Arkansas,Clark,228.6519968,832.9851742,206.8015354
118,Arkansas,Clay,0.0,0.0,0.0
119,Arkansas,Cleburne,916.9501608,478.7641622,1415.076589
120,Arkansas,Cleveland,0.0,0.0,0.0
121,Arkansas,Columbia,0.0,0.0,0.0
122,Arkansas,Conway,166.5228348,684.5001783,265.0898289
123,Arkansas,Craighead,245.2251325,1276.421579,347.8726532
124,Arkansas,Crawford,134.7730589,577.0319137,224.5311551
125,Arkansas,Crittenden,329.0699267,1280.812932,547.4987182
126,Arkansas,Cross,44.27869772,193.8067507,65.72318619
127,Arkansas,Dallas,0.0,0.0,0.0
128,Arkansas,Desha,0.0,0.0,0.0
129,Arkansas,Drew,0.0,0.0,0.0
130,Arkansas,Faulkner,604.6791499,3210.706698,843.608051
131,Arkansas,Franklin,725.1258248,2533.95937,1351.585195
132,Arkansas,Fulton,0.0,0.0,0.0
133,Arkansas,Garland,788.1943402,4349.88681,1152.013035
134,Arkansas,Grant,0.0,0.0,0.0
135,Arkansas,Greene,287.238277,973.1660441,411.6239182
136,Arkansas,Hempstead,1141.622779,4125.643646,1842.565987
137,Arkansas,Hot Spring,121.1977411,548.9461022,183.8470717
138,Arkansas,Howard,0.0,0.0,0.0
139,Arkansas,Independence,460.1071917,1379.364162,695.3993792
140,Arkansas,Izard,0.0,0.0,0.0
141,Arkansas,Jackson,422.4189966,1261.024887,695.2863797
142,Arkansas,Jefferson,309.3070307,401.002425,495.5591333
143,Arkansas,Johnson,217.0127118,1010.845002,325.7345202
144,Arkansas,Lafayette,0.0,0.0,0.0
145,Arkansas,Lawrence,302.2072604,1011.322957,525.6752457
146,Arkansas,Lee,0.0,0.0,0.0
147,Arkansas,Lincoln,0.0,0.0,0.0
148,Arkansas,Little River,0.0,0.0,0.0
149,Arkansas,Logan,0.0,0.0,0.0
150,Arkansas,Lonoke,537.4988276,2440.940967,811.291047
151,Arkansas,Madison,0.0,0.0,0.0
152,Arkansas,Marion,0.0,0.0,0.0
153,Arkansas,Miller,168.458377,870.5444552,248.3513778
154,Arkansas,Mississippi,525.0838138,338.6912896,835.2514629
155,Arkansas,Monroe,599.5887764,2165.082181,1066.466301
156,Arkansas,Montgomery,1201.6685,2650.73956,2345.016137
157,Arkansas,Nevada,0.0,0.0,0.0
158,Arkansas,Newton,1219.764708,1092.292179,2606.880065
159,Arkansas,Ouachita,245.091282,786.3025121,417.8208484
160,Arkansas,Perry,0.0,0.0,0.0
161,Arkansas,Phillips,213.370693,765.8822592,356.0637863
162,Arkansas,Pike,0.0,0.0,0.0
163,Arkansas,Poinsett,0.0,0.0,0.0
164,Arkansas,Polk,0.0,0.0,0.0
165,Arkansas,Pope,318.8031898,1596.369682,463.8667534
166,Arkansas,Prairie,0.0,0.0,0.0
167,Arkansas,Pulaski,617.6922272,3073.328102,908.9409379
168,Arkansas,Randolph,251.0445328,1017.941248,386.9348562
169,Arkansas,Saint Francis,718.1076116,2617.868959,1192.097635
170,Arkansas,Saline,257.4185294,1347.0994,367.0125445
171,Arkansas,Scott,0.0,0.0,0.0
172,Arkansas,Searcy,0.0,0.0,0.0
173,Arkansas,Sebastian,15.53906786,89.55150617,23.27637001
174,Arkansas,Sevier,212.8230513,843.8849502,326.5787801
175,Arkansas,Sharp,0.0,0.0,0.0
176,Arkansas,Stone,89.14074709,425.6130994,142.5111808
177,Arkansas,Union,309.9858652,1237.27657,475.0051989
178,Arkansas,Van Buren,129.1506114,471.9198235,206.6591893
179,Arkansas,Washington,381.9638895,2246.213309,571.38412
180,Arkansas,White,60.64348976,297.8409482,90.75533367
181,Arkansas,Woodruff,0.0,0.0,0.0
182,Arkansas,Yell,0.0,0.0,0.0
183,California,Alameda,1776.13849,10751.84849,2616.188077
184,California,Alpine,4037.579227,24978.00927,12120.54055
185,California,Amador,851.188109,3210.470839,1302.933031
186,California,Butte,954.8416525,5619.55113,1392.317893
187,California,Calaveras,734.7623498,4280.481287,1095.282308
188,California,Colusa,1887.293483,8453.098422,3131.700309
189,California,Contra Costa,1469.872676,8931.903824,2105.186844
190,California,Del Norte,2152.594586,8922.087777,3905.891927
191,California,El Dorado,1579.233808,10221.70067,2512.782711
192,California,Fresno,1337.753157,8262.741729,1901.497898
193,California,Glenn,771.3133202,4036.259459,1211.695978
194,California,Humboldt,1892.526445,7964.694925,3053.360797
195,California,Imperial,667.8370779,3547.939182,1043.090623
196,California,Inyo,4975.188057,20794.66934,10371.50539
197,California,Kern,1948.789895,9706.278242,2912.451221
198,California,Kings,2634.771487,13243.03008,4071.027975
199,California,Lake,607.1327947,2585.142641,946.6734183
200,California,Lassen,905.8412756,3719.950919,1562.238623
201,California,Los Angeles,1377.783827,10015.51695,1934.337469
202,California,Madera,1912.366731,11434.72613,2705.02187
203,California,Marin,1994.129562,12304.9471,2908.866097
204,California,Mariposa,5639.590004,27929.79665,11981.31125
205,California,Mendocino,2170.28631,9747.691824,3386.70829
206,California,Merced,1426.060936,7170.506406,2196.14743
207,California,Modoc,1463.453253,3352.861554,2908.559239
208,California,Mono,2499.135912,16930.85596,5969.09935
209,California,Monterey,1709.854656,10478.71689,2541.565183
210,California,Napa,2692.429444,15955.4838,4036.130372
211,California,Nevada,1002.158522,6139.765565,1499.437631
212,California,Orange,1503.961201,11044.51561,2089.663474
213,California,Placer,1508.439877,9946.154352,2189.557834
214,California,Plumas,651.9392903,2276.613532,1154.524661
215,California,Riverside,1263.862199,8389.965887,1790.657994
216,California,Sacramento,1510.51585,9370.286447,2171.722262
217,California,San Benito,946.7379299,6097.419888,1278.742169
218,California,San Bernardino,1197.72972,7673.842414,1691.168979
219,California,San Diego,1501.68404,10023.76961,2183.720583
220,California,San Francisco,962.426393,6290.234238,1564.769134
221,California,San Joaquin,1266.724099,7827.598,1800.038238
222,California,San Luis Obispo,1979.459395,11892.17392,2952.037044
223,California,San Mateo,4076.163776,25363.1809,5982.600478
224,California,Santa Barbara,1785.308187,11436.32391,2684.782241
225,California,Santa Clara,3153.196709,19878.02589,4622.910251
226,California,Santa Cruz,1300.444462,7506.132416,1967.810663
227,California,Shasta,1260.755283,6957.870864,1825.497026
228,California,Sierra,1070.820768,4574.73415,2871.278287
229,California,Siskiyou,2758.895271,12313.2575,4935.773307
230,California,Solano,2010.231813,12248.75017,2969.231255
231,California,Sonoma,1507.660371,9691.193895,2208.128431
232,California,Stanislaus,712.9823547,4449.629783,991.3293982
233,California,Sutter,452.6835531,2716.021501,647.1234398
234,California,Tehama,1562.9081,7560.489236,2339.278318
235,California,Trinity,686.9083685,2429.756261,731.5257706
236,California,Tulare,967.823551,5127.090268,1408.759463
237,California,Tuolumne,1330.494279,6475.93079,2189.630524
238,California,Ventura,879.4442512,5781.326104,1248.414605
239,California,Yolo,2564.081843,14922.91553,4024.858192
240,California,Yuba,879.6610479,4110.205554,1435.839243
241,Colorado,Adams,1044.215418,6634.002405,1465.2895
242,Colorado,Alamosa,1047.259438,4089.012029,1479.789817
243,Colorado,Arapahoe,719.1179705,4672.427707,1025.035698
244,Colorado,Archuleta,284.9280151,2199.741933,377.4727889
245,Colorado,Baca,0.0,0.0,0.0
246,Colorado,Bent,898.4543868,3230.612582,1725.440811
247,Colorado,Boulder,1965.360545,11074.12142,2859.937825
248,Colorado,Broomfield,1146.614477,7932.997965,1661.563776
249,Colorado,Chaffee,1518.34921,9587.008791,2514.61658
250,Colorado,Cheyenne,0.0,0.0,0.0
251,Colorado,Clear Creek,2105.13903,11655.75038,3831.089569
252,Colorado,Conejos,0.0,0.0,0.0
253,Colorado,Costilla,0.0,0.0,0.0
254,Colorado,Crowley,0.0,0.0,0.0
255,Colorado,Custer,870.6026821,5189.29035,1499.4439
256,Colorado,Delta,523.5901892,3011.13672,776.5005915
257,Colorado,Denver,1092.855222,7467.121366,1648.564357
258,Colorado,Dolores,602.9104066,0.0,1383.147403
259,Colorado,Douglas,772.3105244,4703.791804,1103.810329
260,Colorado,Eagle,2802.832733,21376.19128,4382.776983
261,Colorado,El Paso,439.2299421,2509.013798,642.125257
262,Colorado,Elbert,333.9278258,2009.334619,498.6911486
263,Colorado,Fremont,721.0795608,4264.829818,1080.699947
264,Colorado,Garfield,2154.530877,13595.06722,2931.697684
265,Colorado,Gilpin,3841.893758,24519.4771,8026.612279
266,Colorado,Grand,1643.468401,10770.44768,3141.845476
267,Colorado,Gunnison,1815.059882,11048.82129,2854.606706
268,Colorado,Hinsdale,904.0512565,5642.525153,1991.479523
269,Colorado,Huerfano,1447.483362,5953.058326,2844.625956
270,Colorado,Jackson,0.0,0.0,0.0
271,Colorado,Jefferson,742.3212836,4646.785505,1055.620823
272,Colorado,Kiowa,0.0,0.0,0.0
273,Colorado,Kit Carson,1634.369386,6573.252726,2701.667578
274,Colorado,La Plata,1049.629076,5313.701781,1515.706525
275,Colorado,Lake,944.6813016,5272.516898,1748.664144
276,Colorado,Larimer,817.0366211,5003.597266,1235.496782
277,Colorado,Las Animas,1471.650761,7404.290997,2476.18943
278,Colorado,Lincoln,2799.321668,11326.38939,5701.829396
279,Colorado,Logan,274.3645462,589.0497485,163.0536739
280,Colorado,Mesa,759.044258,4353.527966,1019.415028
281,Colorado,Mineral,3042.199251,2194.539395,6732.458462
282,Colorado,Moffat,796.4182396,4092.104187,1169.945971
283,Colorado,Montezuma,289.5771195,1413.325067,467.5015817
284,Colorado,Montrose,695.4538668,4221.732655,968.7722509
285,Colorado,Morgan,729.0528875,3768.693223,1108.903507
286,Colorado,Otero,793.5682153,3036.206385,1319.068497
287,Colorado,Ouray,1564.812253,11976.92284,2869.715098
288,Colorado,Park,193.0786138,1346.463745,301.5517762
289,Colorado,Phillips,1169.125462,6132.393963,1946.208934
290,Colorado,Pitkin,1777.451583,15012.26533,2870.624683
291,Colorado,Prowers,1206.114501,5057.010913,2001.43448
292,Colorado,Pueblo,502.2784816,2628.753326,719.2076059
293,Colorado,Rio Blanco,671.8961568,2935.546051,1251.705046
294,Colorado,Rio Grande,1591.003439,8204.905457,2516.459214
295,Colorado,Routt,1310.666906,8920.623037,2251.915401
296,Colorado,Saguache,2375.094149,5268.438383,4629.811448
297,Colorado,San Juan,2124.533558,11820.0028,4100.413937
298,Colorado,San Miguel,2141.853242,17984.72575,3618.008976
299,Colorado,Sedgwick,903.4006107,4002.496097,137.8857866
300,Colorado,Summit,2821.134759,24183.3917,5105.919895
301,Colorado,Teller,738.1059071,3884.849888,1214.999364
302,Colorado,Washington,829.3912168,2631.336981,1668.799622
303,Colorado,Weld,535.728231,2791.892752,773.5258282
304,Colorado,Yuma,0.0,0.0,0.0
305,Connecticut,Fairfield,693.1419121,4575.275587,980.3558779
306,Connecticut,Hartford,1187.425149,7030.300632,1755.419579
307,Connecticut,Litchfield,812.6127917,4629.403514,1173.582222
308,Connecticut,Middlesex,898.775948,5357.549363,1392.341017
309,Connecticut,New Haven,1164.458252,6813.338809,1724.433944
310,Connecticut,New London,782.4689738,4321.69365,1303.922343
311,Connecticut,Tolland,1448.436381,7351.392522,2339.756956
312,Connecticut,Windham,665.0219179,3027.424589,1068.334434
313,Delaware,Kent,645.4991162,3043.489473,894.3466047
314,Delaware,New Castle,906.0475706,5097.878455,1307.878361
315,Delaware,Sussex,643.1191207,3681.533625,1037.95408
316,District of Columbia,District of Columbia,1211.730493,4858.956177,2193.616929
317,Florida,Alachua,589.9699985,2856.846248,986.6950336
318,Florida,Baker,1040.524873,4732.353506,1607.97668
319,Florida,Bay,470.3796011,2715.886794,734.600544
320,Florida,Bradford,0.0,0.0,0.0
321,Florida,Brevard,705.3328717,4035.349871,1000.706122
322,Florida,Broward,626.820683,4643.811499,873.7080628
323,Florida,Calhoun,152.4441433,612.4018747,266.6598026
324,Florida,Charlotte,305.6760548,2005.402301,434.5171665
325,Florida,Citrus,135.7828838,814.7597314,195.4207438
326,Florida,Clay,139.14348,758.2703897,213.0177945
327,Florida,Collier,577.9262287,3594.865041,841.39675
328,Florida,Columbia,926.4452986,4373.338744,1479.92093
329,Florida,Desoto,459.180271,2363.674758,716.923144
330,Florida,Dixie,0.0,0.0,0.0
331,Florida,Duval,418.1703482,2455.566997,626.6151255
332,Florida,Escambia,254.4349571,1375.295974,399.8939553
333,Florida,Flagler,357.1564183,2185.51551,446.1981774
334,Florida,Franklin,543.1439429,2163.549828,848.0931349
335,Florida,Gadsden,36.5462563,96.58578273,52.2422965
336,Florida,Gilchrist,0.0,0.0,0.0
337,Florida,Glades,0.0,0.0,0.0
338,Florida,Gulf,0.0,0.0,0.0
339,Florida,Hamilton,840.1626202,2995.201741,1698.074463
340,Florida,Hardee,112.1501251,517.0555564,179.1819755
341,Florida,Hendry,177.6411927,804.3287825,288.215567
342,Florida,Hernando,325.4940606,1327.112074,484.2725181
343,Florida,Highlands,277.9359777,1373.199066,428.9472835
344,Florida,Hillsborough,568.9959699,3483.755075,849.9915083
345,Florida,Holmes,0.0,0.0,0.0
346,Florida,Indian River,300.0737703,1902.652818,444.8969644
347,Florida,Jackson,415.5907692,1602.333995,684.5389483
348,Florida,Jefferson,491.2394203,1996.461313,894.2339893
349,Florida,Lafayette,0.0,0.0,0.0
350,Florida,Lake,230.5902883,1227.303815,340.5072841
351,Florida,Lee,462.8022747,2892.596995,673.4524399
352,Florida,Leon,343.2669387,1683.591394,536.2185684
353,Florida,Levy,256.8961806,1244.772407,420.941862
354,Florida,Liberty,0.0,0.0,0.0
355,Florida,Madison,742.3223178,2606.588753,1188.283541
356,Florida,Manatee,452.0197424,3143.932366,653.4458316
357,Florida,Marion,233.943128,1159.575508,314.3465695
358,Florida,Martin,343.8256848,2207.679149,481.452693
359,Florida,Miami-Dade,927.706316,7118.29638,1290.804397
360,Florida,Monroe,714.2068345,5740.154829,1250.5482
361,Florida,Nassau,747.3021372,4030.09679,1208.746336
362,Florida,Okaloosa,432.5224259,2654.129687,662.7686772
363,Florida,Okeechobee,884.9856228,5560.722752,1301.361234
364,Florida,Orange,972.0864734,6362.944314,1480.23815
365,Florida,Osceola,918.1223946,5811.037271,1457.776739
366,Florida,Palm Beach,719.0860661,4902.139631,1016.554823
367,Florida,Pasco,282.4530232,1639.667444,407.9593314
368,Florida,Pinellas,450.8622303,3153.050607,681.9355484
369,Florida,Polk,271.9389186,1431.761668,390.1603798
370,Florida,Putnam,146.591782,706.7300877,229.2542576
371,Florida,Saint Johns,734.9974617,4724.512017,1146.23419
372,Florida,Saint Lucie,623.9830483,3992.217088,881.3322185
373,Florida,Santa Rosa,306.7387302,1745.94935,454.6210302
374,Florida,Sarasota,551.5812982,3639.663456,787.1353203
375,Florida,Seminole,443.5171466,2937.327936,635.8128795
376,Florida,Sumter,469.4133502,1767.396737,731.8673632
377,Florida,Suwannee,631.7027944,3077.411247,1003.419822
378,Florida,Taylor,641.2171162,3000.060412,1067.581437
379,Florida,Union,0.0,0.0,0.0
380,Florida,Volusia,468.5555071,3231.861999,697.9074609
381,Florida,Wakulla,240.9033636,1165.026764,381.9979727
382,Florida,Walton,524.3457495,3688.34687,855.444729
383,Florida,Washington,979.931686,3998.62265,1522.947158
384,Georgia,Appling,93.14760546,458.0077613,133.1625254
385,Georgia,Atkinson,0.0,0.0,0.0
386,Georgia,Bacon,0.0,0.0,0.0
387,Georgia,Baker,0.0,0.0,0.0
388,Georgia,Baldwin,406.6820425,1621.029586,727.0134921
389,Georgia,Banks,1262.192927,6382.152405,1838.315202
390,Georgia,Barrow,248.9367514,1534.395654,354.316461
391,Georgia,Bartow,468.8113089,2182.834649,674.6168826
392,Georgia,Ben Hill,0.0,0.0,0.0
393,Georgia,Berrien,0.0,0.0,0.0
394,Georgia,Bibb,403.909855,1851.4779,625.4317267
395,Georgia,Bleckley,314.3035519,1254.689209,549.1986581
396,Georgia,Brantley,0.0,0.0,0.0
397,Georgia,Brooks,0.0,0.0,0.0
398,Georgia,Bryan,158.4937047,769.8461081,257.303174
399,Georgia,Bulloch,285.2767938,1466.506622,472.9442215
400,Georgia,Burke,539.7558864,2240.225699,894.5070813
401,Georgia,Butts,219.6079476,897.0309867,347.4986108
402,Georgia,Calhoun,0.0,0.0,0.0
403,Georgia,Camden,389.9071832,1653.255413,644.1410832
404,Georgia,Candler,1136.322817,5395.677098,1659.836669
405,Georgia,Carroll,151.1180142,721.6893657,232.2368411
406,Georgia,Catoosa,166.2626356,947.8488449,252.4018737
407,Georgia,Charlton,0.0,0.0,0.0
408,Georgia,Chatham,745.4382933,4077.720283,1182.662898
409,Georgia,Chattahoochee,0.0,0.0,0.0
410,Georgia,Chattooga,100.2935479,420.5328571,157.3557205
411,Georgia,Cherokee,444.9370683,2715.892787,652.9569454
412,Georgia,Clarke,519.6600011,2572.431134,824.238489
413,Georgia,Clay,0.0,0.0,0.0
414,Georgia,Clayton,1367.829357,7874.159281,1928.199823
415,Georgia,Clinch,927.044503,2424.64243,1613.636257
416,Georgia,Cobb,618.3535109,3860.702179,895.0627787
