,NAME_1,NAME_2,Average_Accessibility _poi_count_P20,Average_Accessibility _poi_count_P30,Average_Accessibility _poi_count_P40,Average_Accessibility _poi_count_P50,Average_Accessibility _poi_count_P80
0,Alabama,Autauga,0.0,0.0,247.627632,346.9738923,1092.237433
1,Alabama,Baldwin,7698.678659,7297.336618,2115.463534,2257.254938,6015.891816
2,Alabama,Barbour,6697.925081,18098.36607,2612.350673,3120.33567,5589.514087
3,Alabama,Bibb,0.0,0.0,0.0,0.0,0.0
4,Alabama,Blount,0.0,0.0,0.0,0.0,0.0
5,Alabama,Bullock,0.0,0.0,0.0,0.0,0.0
6,Alabama,Butler,5653.802331,28087.93575,4176.844183,7807.593793,11931.81186
7,Alabama,Calhoun,3659.116603,5853.484533,989.6996967,1640.639287,3566.819507
8,Alabama,Chambers,580.0358515,2077.814937,262.8014228,473.8478076,632.3839256
9,Alabama,Cherokee,0.0,0.0,0.0,0.0,0.0
10,Alabama,Chilton,469.1582431,0.0,138.1186228,156.1052659,507.4568752
11,Alabama,Choctaw,0.0,0.0,0.0,0.0,0.0
12,Alabama,Clarke,0.0,0.0,0.0,0.0,0.0
13,Alabama,Clay,0.0,0.0,0.0,0.0,0.0
14,Alabama,Cleburne,856.7871366,1262.360173,356.4890888,143.6832717,974.2509082
15,Alabama,Coffee,2188.241918,5591.980433,821.3799317,1161.066949,2679.135581
16,Alabama,Colbert,4230.795196,5615.309223,887.0535714,1533.652479,2853.637156
17,Alabama,Conecuh,14006.05005,0.0,5926.04069,15480.3709,14719.33201
18,Alabama,Coosa,0.0,0.0,0.0,0.0,0.0
19,Alabama,Covington,1741.502161,3712.20232,494.2676599,818.689997,1303.957798
20,Alabama,Crenshaw,3256.09291,0.0,1358.626951,2790.93678,3822.369938
21,Alabama,Cullman,2360.859592,5547.674157,691.6974263,1222.160412,3003.166775
22,Alabama,Dale,1376.504382,3639.154939,513.3921228,711.3487786,1394.815372
23,Alabama,Dallas,0.0,0.0,0.0,0.0,0.0
24,Alabama,De Kalb,1217.150699,1881.338626,353.8234224,599.7634991,1358.038496
25,Alabama,Elmore,5503.30017,16724.80834,1911.072836,2816.221627,5475.270938
26,Alabama,Escambia,449.286131,1659.150741,159.0966318,309.0195241,593.4188401
27,Alabama,Etowah,1907.480653,3163.133021,633.5526461,911.3124224,2172.248106
28,Alabama,Fayette,0.0,0.0,0.0,0.0,0.0
29,Alabama,Franklin,0.0,0.0,0.0,0.0,0.0
30,Alabama,Geneva,4447.432047,24738.84076,1460.59583,2674.469271,3805.975501
31,Alabama,Greene,5833.721956,0.0,2333.488782,0.0,5469.114333
32,Alabama,Hale,0.0,0.0,0.0,0.0,0.0
33,Alabama,Henry,1069.684906,5082.460244,429.6579625,538.632659,1253.124862
34,Alabama,Houston,6338.205635,7731.75458,1363.415346,2365.971525,5076.557907
35,Alabama,Jackson,1840.927949,3192.931942,668.2383497,1153.881212,2074.241043
36,Alabama,Jefferson,5386.480554,8182.541845,1732.000163,2333.763938,5229.629862
37,Alabama,Lamar,0.0,0.0,0.0,0.0,0.0
38,Alabama,Lauderdale,5766.390185,10244.1332,1759.814205,2504.062025,6313.025544
39,Alabama,Lawrence,0.0,0.0,0.0,0.0,0.0
40,Alabama,Lee,6665.34762,14821.56006,3329.491408,3756.250051,6334.453865
41,Alabama,Limestone,2831.95113,5439.730085,1313.011934,1508.139115,4189.6935
42,Alabama,Lowndes,0.0,0.0,3361.129107,4113.620898,6319.126015
43,Alabama,Macon,0.0,0.0,0.0,0.0,0.0
44,Alabama,Madison,4834.432776,5872.139992,1323.638283,1694.876631,4327.367142
45,Alabama,Marengo,0.0,0.0,0.0,0.0,0.0
46,Alabama,Marion,0.0,0.0,0.0,6405.323308,8932.593728
47,Alabama,Marshall,1701.15451,3627.351894,464.8003312,621.6601463,1542.469277
48,Alabama,Mobile,3629.930119,7208.433398,1138.057348,2037.855599,4059.086666
49,Alabama,Monroe,0.0,0.0,0.0,0.0,0.0
50,Alabama,Montgomery,6389.427494,10084.87269,1828.30473,2899.739848,5818.356817
51,Alabama,Morgan,1617.540052,1765.656882,547.8452829,860.9153763,1728.869517
52,Alabama,Perry,0.0,0.0,0.0,0.0,0.0
53,Alabama,Pickens,0.0,0.0,0.0,0.0,0.0
54,Alabama,Pike,2604.654621,4649.90523,696.8157876,1033.005192,1262.991434
55,Alabama,Randolph,155.916289,0.0,566.8629218,869.4431056,1428.370816
56,Alabama,Russell,5244.61957,14466.5298,1767.344936,1386.647803,3962.878485
57,Alabama,Saint Clair,923.4355042,4236.697996,954.8503892,823.2937833,3140.143224
58,Alabama,Shelby,5064.457511,5772.008172,988.8812299,1506.423615,3605.213413
59,Alabama,Sumter,0.0,0.0,0.0,0.0,0.0
60,Alabama,Talladega,611.1528914,824.2597399,528.7529008,747.4287677,1687.711334
61,Alabama,Tallapoosa,1086.876487,17836.67892,2637.989891,3949.565609,9080.368982
62,Alabama,Tuscaloosa,5273.569564,4580.269924,1376.406105,1935.923741,4211.799958
63,Alabama,Walker,0.0,333.0793981,221.9519765,369.9349638,671.1337303
64,Alabama,Washington,0.0,0.0,0.0,0.0,0.0
65,Alabama,Wilcox,0.0,0.0,0.0,0.0,0.0
66,Alabama,Winston,0.0,0.0,0.0,0.0,0.0
67,Alaska,Aleutians East,0.0,0.0,0.0,0.0,0.0
68,Alaska,Aleutians West,0.0,0.0,0.0,0.0,0.0
69,Alaska,Anchorage,883.0716866,801.3605199,165.0942508,205.2599641,551.2426197
70,Alaska,Bethel,0.0,0.0,0.0,0.0,0.0
71,Alaska,Bristol Bay,0.0,0.0,0.0,0.0,0.0
72,Alaska,Denali,0.0,0.0,7946.661731,3052.360034,9514.303641
73,Alaska,Dillingham,0.0,0.0,0.0,0.0,0.0
74,Alaska,Fairbanks North Star,0.0,0.0,0.0,0.0,0.0
75,Alaska,Haines,0.0,0.0,0.0,0.0,0.0
76,Alaska,Juneau,11879.11972,8268.397407,2016.07847,2061.630803,6338.46593
77,Alaska,Kenai Peninsula,5145.681538,5939.931814,1085.786057,872.9644115,2971.42437
78,Alaska,Ketchikan Gateway,0.0,0.0,0.0,0.0,0.0
79,Alaska,Kodiak Island,0.0,0.0,0.0,0.0,0.0
80,Alaska,Lake and Peninsula,0.0,0.0,0.0,0.0,0.0
81,Alaska,Matanuska-Susitna,617.4547677,133.5387999,184.9051706,325.842784,732.6421798
82,Alaska,Nome,0.0,0.0,0.0,0.0,0.0
83,Alaska,North Slope,0.0,0.0,0.0,0.0,0.0
84,Alaska,Northwest Arctic,0.0,0.0,0.0,0.0,0.0
85,Alaska,Prince of Wales-Outer Ketchi,0.0,0.0,0.0,0.0,0.0
86,Alaska,Sitka,0.0,0.0,0.0,0.0,0.0
87,Alaska,Skagway-Yakutat-Angoon,12196.3566,44719.9742,1219.635684,568.4743067,2579.998454
88,Alaska,Southeast Fairbanks,0.0,0.0,0.0,0.0,0.0
89,Alaska,Valdez-Cordova,0.0,0.0,759.3332613,344.1173039,1435.614377
90,Alaska,Wade Hampton,0.0,0.0,0.0,0.0,0.0
91,Alaska,Wrangell-Petersburg,0.0,0.0,0.0,0.0,0.0
92,Alaska,Yukon-Koyukuk,0.0,0.0,0.0,0.0,0.0
93,Arizona,Apache,951.4186882,0.0,410.7600978,333.2813967,0.0
94,Arizona,Cochise,4596.414042,6109.897541,1817.794277,2377.873113,4351.677475
95,Arizona,Coconino,18944.80683,21734.98416,5775.702197,4518.834057,15021.20597
96,Arizona,Gila,8734.654019,12821.61196,2526.366592,2137.399006,6336.608996
97,Arizona,Graham,1140.08166,1717.093586,172.2181117,469.0700846,1336.146582
98,Arizona,Greenlee,0.0,0.0,0.0,0.0,0.0
99,Arizona,La Paz,406.2867555,20760.31188,26089.9239,13083.9927,41225.47104
100,Arizona,Maricopa,16627.42732,11406.42469,2887.955171,3860.404288,9665.05217
101,Arizona,Mohave,10945.42859,8430.797158,1774.685769,2155.261727,5520.277467
102,Arizona,Navajo,13025.06288,18306.46076,4260.196678,4876.269767,11386.64581
103,Arizona,Pima,9701.791283,7496.547202,1944.091073,2678.601412,6633.32077
104,Arizona,Pinal,9801.217,8715.724303,2441.029516,3297.983585,9406.144755
105,Arizona,Santa Cruz,2461.227319,4567.00885,424.3045246,911.8550812,1028.212372
106,Arizona,Yavapai,10765.20376,7966.534191,1981.084809,3027.133091,8334.424362
107,Arizona,Yuma,12462.96145,9412.288021,3653.951159,4255.475605,10901.96721
108,Arkansas,Arkansas,0.0,0.0,0.0,0.0,0.0
109,Arkansas,Ashley,599.0338463,3573.546841,396.9087812,578.2918264,1439.345214
110,Arkansas,Baxter,2253.084371,586.4096614,408.6063692,135.7752036,372.1935386
111,Arkansas,Benton,5486.820191,7385.136894,1475.861791,1832.206169,4486.885821
112,Arkansas,Boone,0.0,0.0,0.0,0.0,0.0
113,Arkansas,Bradley,0.0,0.0,0.0,0.0,0.0
114,Arkansas,Calhoun,0.0,0.0,0.0,0.0,0.0
115,Arkansas,Carroll,5890.590084,16984.95642,1285.339383,1285.597738,3469.035985
116,Arkansas,Chicot,0.0,0.0,0.0,0.0,0.0
117,Arkansas,Clark,681.2325484,1503.036893,455.6936393,562.5279479,1425.805061
118,Arkansas,Clay,0.0,0.0,0.0,0.0,0.0
119,Arkansas,Cleburne,1400.394256,310.0445867,3033.451132,4831.875335,10316.64537
120,Arkansas,Cleveland,0.0,0.0,0.0,0.0,0.0
121,Arkansas,Columbia,0.0,0.0,0.0,0.0,0.0
122,Arkansas,Conway,1392.9681,6354.980788,594.0915847,868.2656115,2146.190233
123,Arkansas,Craighead,3684.518572,3173.636499,816.8955842,1480.571079,2678.103574
124,Arkansas,Crawford,310.1229382,4418.230647,506.020573,589.5149287,1644.486759
125,Arkansas,Crittenden,1691.743048,1929.042478,1336.764672,1870.866495,2961.349041
126,Arkansas,Cross,482.562039,1276.454426,149.7670655,318.4329879,572.0398586
127,Arkansas,Dallas,0.0,0.0,0.0,0.0,0.0
128,Arkansas,Desha,0.0,0.0,0.0,0.0,0.0
129,Arkansas,Drew,0.0,0.0,0.0,0.0,0.0
130,Arkansas,Faulkner,6837.936642,11389.14535,1816.730233,3533.876272,8230.152167
131,Arkansas,Franklin,985.2768318,2365.064144,3093.106457,405.0524715,9844.212899
132,Arkansas,Fulton,0.0,0.0,0.0,0.0,0.0
133,Arkansas,Garland,8953.009767,11333.03837,2282.407054,3691.588135,10028.1938
134,Arkansas,Grant,0.0,0.0,0.0,0.0,0.0
135,Arkansas,Greene,2382.002028,4099.935719,1017.724925,1173.492028,1777.476381
136,Arkansas,Hempstead,9137.66548,34454.39066,3945.85735,8305.363033,13613.22019
137,Arkansas,Hot Spring,1404.599451,836.4915848,383.5743076,667.4731574,1477.762324
138,Arkansas,Howard,0.0,0.0,0.0,0.0,0.0
139,Arkansas,Independence,1240.214972,2124.328631,1460.087287,2391.224694,2809.321396
140,Arkansas,Izard,0.0,0.0,0.0,0.0,0.0
141,Arkansas,Jackson,3286.291983,6285.875566,1679.83948,2433.616758,4146.642298
142,Arkansas,Jefferson,938.2323753,2300.675033,1009.551799,2003.80577,3689.296769
143,Arkansas,Johnson,0.0,6410.885171,716.6107205,1298.39625,2289.324889
144,Arkansas,Lafayette,0.0,0.0,0.0,0.0,0.0
145,Arkansas,Lawrence,2478.586894,6320.009584,1213.059248,1848.509755,4045.604951
146,Arkansas,Lee,0.0,0.0,0.0,0.0,0.0
147,Arkansas,Lincoln,0.0,0.0,0.0,0.0,0.0
148,Arkansas,Little River,0.0,0.0,0.0,0.0,0.0
149,Arkansas,Logan,0.0,0.0,0.0,0.0,0.0
150,Arkansas,Lonoke,5016.891575,10116.17946,1798.078818,3106.951195,6243.220313
151,Arkansas,Madison,0.0,0.0,0.0,0.0,0.0
152,Arkansas,Marion,0.0,0.0,0.0,0.0,0.0
153,Arkansas,Miller,492.0259821,252.2269386,589.49295,979.7400812,1422.420919
154,Arkansas,Mississippi,0.0,3036.542596,327.3596108,0.0,0.0
155,Arkansas,Monroe,5338.562223,17350.32648,2423.736586,2847.261201,5338.561535
156,Arkansas,Montgomery,1757.232389,0.0,1156.226794,3355.441493,12243.49918
157,Arkansas,Nevada,0.0,0.0,0.0,0.0,0.0
158,Arkansas,Newton,3721.818754,26052.73128,4459.172675,3784.714867,3006.084235
159,Arkansas,Ouachita,1472.084317,2274.66435,831.2029824,1227.497052,2664.448188
160,Arkansas,Perry,0.0,0.0,0.0,0.0,0.0
161,Arkansas,Phillips,1686.79151,5309.790522,787.120246,1176.476433,2112.451514
162,Arkansas,Pike,0.0,0.0,0.0,0.0,0.0
163,Arkansas,Poinsett,0.0,0.0,0.0,0.0,0.0
164,Arkansas,Polk,0.0,0.0,0.0,0.0,0.0
165,Arkansas,Pope,2855.077376,3794.71394,1060.635486,1714.038741,3255.078532
166,Arkansas,Prairie,0.0,0.0,0.0,0.0,0.0
167,Arkansas,Pulaski,7740.492848,9809.262969,2179.444235,3399.778467,7213.149044
168,Arkansas,Randolph,2908.748529,4991.871464,818.4436238,1738.632921,3158.271756
169,Arkansas,Saint Francis,6864.7458,23505.86119,2153.621362,4479.733058,6102.640903
170,Arkansas,Saline,3695.068628,5444.926007,753.7352355,1506.071477,3095.462507
171,Arkansas,Scott,0.0,0.0,0.0,0.0,0.0
172,Arkansas,Searcy,0.0,0.0,0.0,0.0,0.0
173,Arkansas,Sebastian,59.68322641,65.78467426,56.50213972,61.37007852,167.0948953
174,Arkansas,Sevier,2121.191665,793.1102877,689.0154036,1677.83921,2145.433744
175,Arkansas,Sharp,0.0,0.0,0.0,0.0,0.0
176,Arkansas,Stone,881.0911747,3518.988366,280.2380729,375.7630934,1116.704277
177,Arkansas,Union,2699.337768,5332.844891,1062.471288,2046.185002,3629.729417
178,Arkansas,Van Buren,1170.665713,4384.220735,484.3718328,758.3257054,1814.236984
179,Arkansas,Washington,5111.46725,7069.694527,1378.967068,1593.976532,3680.862528
180,Arkansas,White,764.129831,1282.40881,190.6019518,334.6303012,673.0575912
181,Arkansas,Woodruff,0.0,0.0,0.0,0.0,0.0
182,Arkansas,Yell,0.0,0.0,0.0,0.0,0.0
183,California,Alameda,31135.09091,29516.21521,6884.701904,7959.349106,16575.93285
184,California,Alpine,119784.1175,350735.9743,29679.47768,6966.401677,28129.62945
185,California,Amador,11011.69293,12719.38425,2468.897718,2617.155514,6537.851353
186,California,Butte,17622.42199,15447.16713,3166.765494,4668.411712,12435.31581
187,California,Calaveras,10111.062,18883.07709,2354.479629,2773.660909,10000.50734
188,California,Colusa,21547.73003,75879.48717,7658.718358,7696.053719,19325.36034
189,California,Contra Costa,26226.41281,20657.52629,5324.507433,6862.026479,15684.55375
190,California,Del Norte,22741.98327,38190.1474,9748.489356,7353.793123,22221.16635
191,California,El Dorado,31379.7696,27330.03986,5745.509918,5279.581944,16144.03317
192,California,Fresno,19459.19871,17447.48277,4671.035668,6695.982685,12395.50929
193,California,Glenn,11655.29579,22194.95624,2810.296682,3569.104534,10329.87105
194,California,Humboldt,23264.84126,21387.25692,5431.653874,7196.326694,20467.87049
195,California,Imperial,6228.941819,15624.27116,2514.342486,3046.222832,6572.354377
196,California,Inyo,67137.77539,123898.4547,21251.01432,11988.28751,42389.69405
197,California,Kern,18500.56565,19047.51117,6444.601874,7577.805655,15784.12447
198,California,Kings,9958.101237,7837.990849,9362.767213,12259.74137,23825.05542
199,California,Lake,4770.727403,3257.931935,1953.881455,2263.61095,6472.889295
200,California,Lassen,13275.7962,1799.935102,3215.39684,4046.838632,11603.79042
201,California,Los Angeles,29350.54647,24234.27686,5004.087085,6330.261175,13092.92038
202,California,Madera,16949.78372,26645.32542,6747.690678,8716.86131,19075.37124
203,California,Marin,42524.0266,25579.04628,7306.552062,8521.366215,26213.40095
204,California,Mariposa,35029.3032,52803.49237,22161.77637,14902.62482,66213.68158
205,California,Mendocino,25870.52443,26781.96007,7046.446182,6889.512603,20459.54365
206,California,Merced,12781.57746,20179.52458,4605.815035,5896.127381,12893.654
207,California,Modoc,8395.511047,7571.112526,5769.358876,4262.367421,10936.94138
208,California,Mono,60586.98024,48902.8042,10915.55915,5702.045981,21810.85898
209,California,Monterey,32042.65701,27530.02048,5959.00902,6419.835084,15302.14789
210,California,Napa,44825.79377,38108.16575,10372.23438,6753.423645,26534.23543
211,California,Nevada,20766.32833,15099.59686,3199.275874,4110.343436,14384.98207
212,California,Orange,35921.55261,22146.82326,5447.198664,7130.247905,16666.70942
213,California,Placer,30157.28879,19534.49557,5199.035509,6160.040803,18127.55456
214,California,Plumas,8081.978038,19189.64704,1918.015141,2320.29215,6597.837137
215,California,Riverside,19750.43963,19923.53069,4065.193646,5728.114449,13045.13298
216,California,Sacramento,26235.97362,27013.63863,5412.160488,7182.774268,17565.41148
217,California,San Benito,17247.80746,23385.37747,2830.020463,3665.004697,9413.047565
218,California,San Bernardino,16188.40646,16198.53973,3950.709947,5645.166958,11364.15477
219,California,San Diego,33536.51847,23570.40977,5714.835044,6381.916681,16057.9472
220,California,San Francisco,25231.19439,19545.74983,5305.786055,3407.86826,9618.125094
221,California,San Joaquin,19781.84427,20021.75294,4230.911091,5850.799351,11269.65622
222,California,San Luis Obispo,39312.76878,29308.80462,6082.73655,6742.74023,19648.59868
223,California,San Mateo,81964.7128,62991.03003,15926.56665,18698.65422,44808.62745
224,California,Santa Barbara,39041.34133,27502.79442,6452.399069,6634.137981,19293.32518
225,California,Santa Clara,59080.69767,43276.83223,12808.55583,14302.47621,32850.70023
226,California,Santa Cruz,23139.86388,17549.21783,4298.742485,4908.153097,15099.122
227,California,Shasta,21754.41401,15976.28412,3957.822443,6221.126927,15205.74248
228,California,Sierra,16941.01291,2608.592808,6300.860643,2539.67348,8401.147525
229,California,Siskiyou,26565.22467,72513.02046,11224.53845,10106.7176,28723.59361
230,California,Solano,35707.7457,36168.05726,7121.269489,8554.261268,20220.94098
231,California,Sonoma,31639.18222,22028.68537,5149.558338,5124.873361,16261.02722
232,California,Stanislaus,11762.67095,11047.37193,2206.286386,3274.080473,7042.923203
233,California,Sutter,9723.652798,6190.923376,1421.367689,2314.573735,6024.114844
234,California,Tehama,10799.00627,16044.02366,5379.559275,7050.819513,18169.04857
235,California,Trinity,8050.110936,10919.4022,1693.525223,2372.693452,4336.890593
236,California,Tulare,11380.16546,12737.89143,3192.21605,4448.820962,8010.586414
237,California,Tuolumne,13844.57741,16970.33363,4167.868142,4676.657244,17325.73141
238,California,Ventura,18689.39665,11795.27403,3002.021451,4057.841535,10948.73613
239,California,Yolo,29657.52226,45357.50599,9936.745267,10518.78061,29948.70953
240,California,Yuba,12915.69585,12868.95761,3232.186671,3797.856501,8023.757297
241,Colorado,Adams,16952.05356,11212.51982,2737.858534,4973.875892,8416.760852
242,Colorado,Alamosa,13459.09745,15982.64251,2928.269459,4405.606035,9461.390574
243,Colorado,Arapahoe,16882.194,10999.13635,2634.823838,3604.667934,8943.279182
244,Colorado,Archuleta,8255.175592,8218.510313,727.8322581,1106.940681,3156.024648
245,Colorado,Baca,0.0,0.0,0.0,0.0,0.0
246,Colorado,Bent,0.0,0.0,0.0,3230.612582,0.0
247,Colorado,Boulder,36599.94454,22935.62391,7463.248363,8192.812611,21790.88991
248,Colorado,Broomfield,28954.85475,15803.85489,3795.650051,4682.65376,8999.820067
249,Colorado,Chaffee,25291.29264,31295.24971,4738.912861,4660.823337,16822.64931
250,Colorado,Cheyenne,0.0,0.0,0.0,0.0,0.0
251,Colorado,Clear Creek,61352.5297,69688.11102,7995.212313,5888.33612,21838.52329
252,Colorado,Conejos,0.0,0.0,0.0,0.0,0.0
253,Colorado,Costilla,0.0,0.0,0.0,0.0,0.0
254,Colorado,Crowley,0.0,0.0,0.0,0.0,0.0
255,Colorado,Custer,12083.40563,30571.30724,3838.411919,2980.501402,7072.265619
256,Colorado,Delta,9133.797803,8507.179568,1099.091805,2361.245859,3823.939123
257,Colorado,Denver,26374.90106,20194.60366,4594.309238,4383.075846,12296.80046
258,Colorado,Dolores,0.0,0.0,3527.025878,1959.458821,0.0
259,Colorado,Douglas,17946.63964,8991.501322,2333.824682,3468.426946,9678.206787
260,Colorado,Eagle,102808.4467,62132.9771,9638.169752,9846.367564,28395.79175
261,Colorado,El Paso,8705.179705,5618.810106,1520.463646,2009.510855,5118.251476
262,Colorado,Elbert,7066.620562,18318.29046,968.0861449,1545.385193,6328.136054
263,Colorado,Fremont,14377.67833,16331.36694,2381.043705,3176.896268,9320.865538
264,Colorado,Garfield,45264.74158,38364.18313,6249.282542,9398.827006,22181.16929
265,Colorado,Gilpin,38070.36281,93254.51851,20466.93132,9258.62575,22074.57967
266,Colorado,Grand,29533.85352,77643.79243,6791.413998,4376.678172,15501.30051
267,Colorado,Gunnison,24783.06259,40101.96497,6360.010164,5562.553653,18451.03249
268,Colorado,Hinsdale,29976.40371,39968.53828,5208.484413,1990.904778,6155.482011
269,Colorado,Huerfano,3719.719296,4774.5502,8105.247598,4598.41498,11402.85316
270,Colorado,Jackson,0.0,0.0,0.0,0.0,0.0
