,NAME_1,NAME_2,Average_Accessibility _poi_count_P20,Average_Accessibility _poi_count_P30,Average_Accessibility _poi_count_P40,Average_Accessibility _poi_count_P50,Average_Accessibility _poi_count_P80
0,Alabama,Autauga,0.0,0.0,0.0,0.0,0.0
1,Alabama,Baldwin,470.9126628362216,676.1690882536082,136.0098216761265,126.07540802447492,229.09239120148587
2,Alabama,Barbour,0.0,0.0,0.0,0.0,0.0
3,Alabama,Bibb,0.0,0.0,0.0,0.0,0.0
4,Alabama,Blount,0.0,0.0,0.0,0.0,0.0
5,Alabama,Bullock,0.0,0.0,0.0,0.0,0.0
6,Alabama,Butler,0.0,0.0,0.0,0.0,0.0
7,Alabama,Calhoun,210.7307585802945,501.1974798666464,77.46159320785885,101.11400026791488,231.80382326245308
8,Alabama,Chambers,0.0,0.0,0.0,0.0,0.0
9,Alabama,Cherokee,0.0,0.0,0.0,0.0,0.0
10,Alabama,Chilton,514.4562803465744,0.0,216.69793449625183,301.8894633233259,672.0374833356153
11,Alabama,Choctaw,0.0,0.0,0.0,0.0,0.0
12,Alabama,Clarke,0.0,0.0,0.0,0.0,0.0
13,Alabama,Clay,0.0,0.0,0.0,0.0,0.0
14,Alabama,Cleburne,0.0,0.0,0.0,0.0,0.0
15,Alabama,Coffee,642.3473780882274,1460.822263071614,211.9343736122701,262.5245806099712,589.7590424865484
16,Alabama,Colbert,0.0,0.0,0.0,0.0,0.0
17,Alabama,Conecuh,0.0,0.0,0.0,0.0,0.0
18,Alabama,Coosa,0.0,0.0,0.0,0.0,0.0
19,Alabama,Covington,163.38135613951573,540.4152549230135,174.6101511374617,257.29412426395965,278.2940958417201
20,Alabama,Crenshaw,0.0,0.0,0.0,0.0,0.0
21,Alabama,Cullman,0.0,0.0,0.0,0.0,0.0
22,Alabama,Dale,0.0,0.0,0.0,0.0,0.0
23,Alabama,Dallas,0.0,0.0,0.0,0.0,0.0
24,Alabama,De Kalb,0.0,0.0,0.0,0.0,0.0
25,Alabama,Elmore,360.1761706861626,0.0,118.03396121167496,128.3030994289764,280.26209212839603
26,Alabama,Escambia,0.0,0.0,0.0,0.0,0.0
27,Alabama,Etowah,70.48207833718058,179.67276182604132,27.463020384654705,30.969520906937568,83.47998133439036
28,Alabama,Fayette,0.0,0.0,0.0,0.0,0.0
29,Alabama,Franklin,0.0,0.0,0.0,0.0,0.0
30,Alabama,Geneva,0.0,0.0,0.0,0.0,0.0
31,Alabama,Greene,0.0,0.0,0.0,0.0,0.0
32,Alabama,Hale,0.0,0.0,0.0,0.0,0.0
33,Alabama,Henry,0.0,0.0,0.0,0.0,0.0
34,Alabama,Houston,157.93305245183765,272.4512503138317,39.23725281610568,58.949487193987686,123.66872504851337
35,Alabama,Jackson,0.0,0.0,0.0,0.0,0.0
36,Alabama,Jefferson,169.75584433262443,221.2743910434482,74.92211231052437,80.8025394660312,194.6359803950643
37,Alabama,Lamar,0.0,0.0,0.0,0.0,0.0
38,Alabama,Lauderdale,158.383269436887,377.6719856182201,55.9986139785192,64.9901868749736,169.29292078338452
39,Alabama,Lawrence,0.0,0.0,0.0,0.0,0.0
40,Alabama,Lee,2.807740794312685,58.366472724450645,52.078295084793005,31.59433327588933,18.95486887689436
41,Alabama,Limestone,0.0,0.0,0.0,0.0,0.0
42,Alabama,Lowndes,0.0,0.0,0.0,0.0,0.0
43,Alabama,Macon,0.0,0.0,0.0,0.0,0.0
44,Alabama,Madison,306.86758597054194,575.6613863692471,101.12212387378308,98.37945225343468,271.6685237218499
45,Alabama,Marengo,0.0,0.0,0.0,0.0,0.0
46,Alabama,Marion,0.0,0.0,0.0,0.0,0.0
47,Alabama,Marshall,0.0,0.0,59.96091802485455,33.88154630859693,0.0
48,Alabama,Mobile,136.39953715103704,102.96525433659554,42.352401980505874,52.988333869833134,120.17777698607
49,Alabama,Monroe,0.0,0.0,0.0,0.0,0.0
50,Alabama,Montgomery,209.57036292089276,488.2224017332272,68.5889565065979,86.51652550443754,158.35470172206465
51,Alabama,Morgan,81.9514866305303,103.35315306930198,21.62537292077785,21.852115060414352,67.57212091311979
52,Alabama,Perry,0.0,0.0,0.0,0.0,0.0
53,Alabama,Pickens,0.0,0.0,0.0,0.0,0.0
54,Alabama,Pike,0.0,0.0,0.0,51.99210474107149,0.0
55,Alabama,Randolph,0.0,0.0,0.0,0.0,0.0
56,Alabama,Russell,490.9450716574205,2119.355941857841,212.84349954879627,128.36785012271224,397.15335808939005
57,Alabama,Saint Clair,0.0,0.0,0.0,0.0,0.0
58,Alabama,Shelby,0.0,0.0,0.0,0.0,0.0
