,NAME_1,NAME_2,Average_Accessibility _poi_count_C1,Average_Accessibility _poi_count_C2,Average_Accessibility _poi_count_C3
0,Alabama,Autauga,0.0,0.0,0.0
1,Alabama,Baldwin,36.15069001,195.5772459,61.38659789
2,Alabama,Barbour,0.0,0.0,0.0
3,Alabama,Bibb,0.0,0.0,0.0
4,Alabama,Blount,0.0,0.0,0.0
5,Alabama,Bullock,0.0,0.0,0.0
6,Alabama,Butler,0.0,0.0,0.0
7,Alabama,Calhoun,21.46828842,83.45772617,36.36138309
8,Alabama,Chambers,0.0,0.0,0.0
9,Alabama,Cherokee,0.0,0.0,0.0
10,Alabama,Chilton,62.94234592,224.6872309,110.194091
11,Alabama,Choctaw,0.0,0.0,0.0
12,Alabama,Clarke,0.0,0.0,0.0
13,Alabama,Clay,0.0,0.0,0.0
14,Alabama,Cleburne,0.0,0.0,0.0
15,Alabama,Coffee,58.01374007,253.7002083,93.11320352
16,Alabama,Colbert,0.0,0.0,0.0
17,Alabama,Conecuh,0.0,0.0,0.0
18,Alabama,Coosa,0.0,0.0,0.0
19,Alabama,Covington,44.53088679,73.9515612,69.08391945
20,Alabama,Crenshaw,0.0,0.0,0.0
21,Alabama,Cullman,0.0,0.0,0.0
22,Alabama,Dale,0.0,0.0,0.0
23,Alabama,Dallas,0.0,0.0,0.0
24,Alabama,De Kalb,0.0,0.0,0.0
25,Alabama,Elmore,32.00986653,145.1195299,54.59276571
26,Alabama,Escambia,0.0,0.0,0.0
27,Alabama,Etowah,7.336548855,29.36751074,12.42693582
28,Alabama,Fayette,0.0,0.0,0.0
29,Alabama,Franklin,0.0,0.0,0.0
30,Alabama,Geneva,0.0,0.0,0.0
31,Alabama,Greene,0.0,0.0,0.0
32,Alabama,Hale,0.0,0.0,0.0
33,Alabama,Henry,0.0,0.0,0.0
34,Alabama,Houston,12.04455546,61.08691398,18.12526166
35,Alabama,Jackson,0.0,0.0,0.0
36,Alabama,Jefferson,18.46239171,88.77976812,30.14267084
37,Alabama,Lamar,0.0,0.0,0.0
38,Alabama,Lauderdale,15.09553436,68.42690213,25.02578644
39,Alabama,Lawrence,0.0,0.0,0.0
40,Alabama,Lee,8.936757796,30.0097964,17.38673643
41,Alabama,Limestone,0.0,0.0,0.0
42,Alabama,Lowndes,0.0,0.0,0.0
43,Alabama,Macon,0.0,0.0,0.0
44,Alabama,Madison,25.79662139,121.2335742,43.58383446
45,Alabama,Marengo,0.0,0.0,0.0
46,Alabama,Marion,0.0,0.0,0.0
47,Alabama,Marshall,16.80861492,0.0,29.45223787
48,Alabama,Mobile,11.07551929,52.75610627,16.97083244
49,Alabama,Monroe,0.0,0.0,0.0
50,Alabama,Montgomery,17.8168322,82.40239332,28.00168203
51,Alabama,Morgan,6.151389999,31.10961485,9.572480347
52,Alabama,Perry,0.0,0.0,0.0
53,Alabama,Pickens,0.0,0.0,0.0
54,Alabama,Pike,77.58826833,315.5256245,0.0
55,Alabama,Randolph,0.0,0.0,0.0
56,Alabama,Russell,40.39309936,198.7583899,77.27899015
57,Alabama,Saint Clair,0.0,0.0,0.0
58,Alabama,Shelby,0.0,0.0,0.0
59,Alabama,Sumter,0.0,0.0,0.0
60,Alabama,Talladega,35.27672019,134.6203466,62.94747686
61,Alabama,Tallapoosa,0.0,0.0,0.0
62,Alabama,Tuscaloosa,58.94351855,269.8032542,97.34423165
63,Alabama,Walker,0.0,0.0,0.0
64,Alabama,Washington,0.0,0.0,0.0
65,Alabama,Wilcox,0.0,0.0,0.0
66,Alabama,Winston,0.0,0.0,0.0
